Barrio,Fecha,Mes,Comuna,Tipo_Evento
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/21/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/25/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/21/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/22/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/23/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/24/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
PUERTO NUEVO,01/26/2017 12:00:00 AM,ENERO,7,Inundacion
